;state;income;professional;unemployment
70016;Washington;83685.0;36.1;3.3
70017;Washington;75694.0;40.7;6.0
70018;Washington;76750.0;56.6;4.5
70019;Washington;106058.0;56.1;7.3
70020;Washington;121550.0;61.4;4.0
70021;Washington;108708.0;58.4;4.0
70022;Washington;78634.0;58.2;6.4
70023;Washington;89276.0;50.9;6.7
70024;Washington;78699.0;44.7;4.6
70025;Washington;77188.0;43.1;4.4
70026;Washington;86706.0;57.0;3.8
70027;Washington;94167.0;47.9;3.2
70028;Washington;89349.0;51.2;5.4
70029;Washington;78458.0;55.7;6.6
70030;Washington;95368.0;54.9;3.6
70031;Washington;100606.0;50.5;4.5
70032;Washington;82582.0;56.1;2.2
70033;Washington;88443.0;56.8;3.8
70034;Washington;112361.0;63.1;5.1
70035;Washington;104053.0;66.6;4.6
70036;Washington;98313.0;54.0;6.3
70037;Washington;103253.0;56.0;8.7
70038;Washington;126458.0;67.2;6.6
70039;Washington;156094.0;68.7;3.7
70040;Washington;117135.0;65.6;3.1
70041;Washington;117500.0;62.8;2.5
70042;Washington;114441.0;60.6;6.7
70043;Washington;108125.0;59.0;3.9
70044;Washington;85895.0;49.7;5.6
70045;Washington;112656.0;59.8;2.9
70046;Washington;118476.0;65.1;3.8
70047;Washington;132005.0;59.2;4.9
70048;Washington;110625.0;59.7;6.6
70049;Washington;87102.0;71.7;4.2
70050;Washington;123561.0;72.9;5.5
70051;Washington;111337.0;78.8;5.1
70052;Washington;119375.0;67.4;5.9
70053;Washington;147391.0;81.3;3.6
70054;Washington;125729.0;60.5;4.0
70055;Washington;103795.0;62.2;3.5
70056;Washington;91010.0;68.8;4.2
70057;Washington;58862.0;42.3;4.0
70058;Washington;74250.0;47.9;9.4
70059;Washington;81055.0;63.3;2.6
70060;Washington;105074.0;59.5;7.4
70061;Washington;148875.0;62.3;0.8
70062;Washington;132569.0;70.8;6.3
70063;Washington;98472.0;60.6;4.4
70064;Washington;92703.0;56.7;4.0
70065;Washington;73228.0;46.0;4.0
70066;Washington;114000.0;61.9;5.6
70067;Washington;94444.0;62.0;4.5
70068;Washington;105223.0;76.6;7.3
70069;Washington;111068.0;75.4;2.8
70070;Washington;150675.0;56.8;3.4
70071;Washington;134243.0;70.0;4.8
70072;Washington;208229.0;71.2;5.2
70073;Washington;186875.0;76.5;3.2
70074;Washington;114821.0;69.8;4.7
70075;Washington;86172.0;66.0;6.9
70076;Washington;177311.0;72.6;2.1
70077;Washington;181250.0;71.1;3.4
70078;Washington;210491.0;75.5;4.7
70079;Washington;89049.0;56.5;2.8
70080;Washington;115104.0;51.4;5.6
70081;Washington;81711.0;48.9;2.9
70082;Washington;136736.0;71.7;4.0
70083;Washington;152933.0;65.4;1.4
70084;Washington;159943.0;67.9;4.1
70085;Washington;123233.0;64.7;6.2
70086;Washington;151797.0;71.4;5.1
70087;Washington;112014.0;67.9;3.4
70088;Washington;149704.0;64.9;1.8
70089;Washington;85296.0;46.7;6.4
70090;Washington;100242.0;51.7;3.6
70091;Washington;91199.0;44.1;3.5
70092;Washington;81379.0;49.9;7.6
70093;Washington;43092.0;32.1;2.5
70094;Washington;51007.0;22.3;7.4
70095;Washington;56591.0;31.2;5.4
70096;Washington;71500.0;36.6;4.1
70097;Washington;106985.0;56.9;3.0
70098;Washington;60440.0;38.0;5.8
70099;Washington;91941.0;42.8;4.5
70100;Washington;59464.0;25.8;1.6
70101;Washington;83816.0;31.3;3.0
70102;Washington;61958.0;31.4;5.0
70103;Washington;80547.0;44.2;4.4
70104;Washington;86318.0;39.6;4.3
70105;Washington;55656.0;32.4;6.0
70106;Washington;49104.0;22.3;2.2
70107;Washington;52636.0;33.4;10.4
70108;Washington;59297.0;16.8;8.2
70109;Washington;50773.0;21.8;3.8
70110;Washington;32106.0;17.8;9.2
70111;Washington;64375.0;37.7;5.0
70112;Washington;83547.0;42.8;7.6
70113;Washington;45880.0;15.1;10.3
70114;Washington;45099.0;17.5;5.0
70115;Washington;59333.0;27.3;4.7
70116;Washington;43006.0;19.4;1.8
70117;Washington;57951.0;25.7;11.0
70118;Washington;51309.0;21.2;8.8
70119;Washington;67103.0;27.9;8.6
70120;Washington;52533.0;26.4;4.3
70121;Washington;72132.0;31.6;4.1
70122;Washington;72281.0;59.8;1.6
70123;Washington;86379.0;54.0;3.2
70124;Washington;91513.0;55.3;7.3
70125;Washington;61949.0;39.9;9.0
70126;Washington;47006.0;20.8;5.2
70127;Washington;54917.0;18.1;9.1
70128;Washington;44632.0;23.7;5.7
70129;Washington;79561.0;40.5;8.6
70130;Washington;45000.0;13.6;3.2
70131;Washington;35985.0;16.8;2.9
70132;Washington;62436.0;25.8;3.4
70133;Washington;92762.0;56.7;3.6
70134;Washington;78591.0;36.9;6.9
70135;Washington;67500.0;19.1;6.9
70136;Washington;47117.0;21.8;3.1
70137;Washington;65455.0;36.8;6.8
70138;Washington;46927.0;14.4;5.6
70139;Washington;70677.0;41.1;3.1
70140;Washington;56140.0;20.7;6.0
70141;Washington;37018.0;11.8;10.3
70142;Washington;83750.0;46.8;11.4
70143;Washington;82500.0;28.0;4.8
70144;Washington;39929.0;34.2;4.2
70145;Washington;63786.0;26.5;4.8
70146;Washington;63113.0;28.7;4.4
70147;Washington;30281.0;21.8;10.0
70148;Washington;72448.0;47.6;3.5
70149;Washington;92775.0;44.4;4.3
70150;Washington;95714.0;35.2;9.1
70151;Washington;84837.0;42.5;4.0
70152;Washington;95337.0;46.8;3.3
70153;Washington;75613.0;27.3;7.0
70154;Washington;93647.0;32.8;9.9
70155;Washington;87724.0;37.6;8.6
70156;Washington;47656.0;26.3;9.0
70157;Washington;47933.0;19.9;2.6
70158;Washington;78621.0;27.2;8.0
70159;Washington;41181.0;19.4;4.5
70160;Washington;46565.0;29.5;7.7
70161;Washington;73220.0;27.7;7.1
70162;Washington;114668.0;43.4;3.7
70163;Washington;50611.0;22.7;6.2
70164;Washington;60339.0;31.3;5.4
70165;Washington;87574.0;35.1;3.2
70166;Washington;82188.0;41.7;5.5
70167;Washington;86286.0;33.2;3.3
70168;Washington;70783.0;27.9;4.5
70169;Washington;46425.0;21.4;8.0
70170;Washington;54330.0;22.6;6.5
70171;Washington;38875.0;17.5;3.9
70172;Washington;88750.0;41.9;3.8
70173;Washington;63009.0;30.3;6.5
70174;Washington;55140.0;29.0;6.2
70175;Washington;83250.0;42.1;3.2
70176;Washington;65781.0;34.5;4.4
70177;Washington;100586.0;35.0;4.8
70178;Washington;72796.0;34.6;2.9
70179;Washington;64701.0;38.7;8.7
70180;Washington;77500.0;42.5;5.9
70181;Washington;84200.0;29.0;7.2
70182;Washington;56650.0;29.7;12.7
70183;Washington;47056.0;18.8;6.6
70184;Washington;44828.0;25.4;3.8
70185;Washington;64208.0;25.7;7.4
70186;Washington;78327.0;45.8;4.7
70187;Washington;93512.0;33.3;6.7
70188;Washington;25396.0;22.1;4.5
70189;Washington;56386.0;22.3;8.9
70190;Washington;56080.0;17.2;9.2
70191;Washington;60993.0;23.3;2.7
70192;Washington;45505.0;23.2;13.3
70193;Washington;39615.0;13.4;5.8
70194;Washington;51285.0;15.4;9.8
70195;Washington;61141.0;18.6;10.3
70196;Washington;54183.0;27.6;6.2
70197;Washington;103125.0;46.7;5.7
70198;Washington;57662.0;29.0;8.4
70199;Washington;86133.0;30.0;7.2
70200;Washington;86958.0;37.8;4.7
70201;Washington;74127.0;32.4;11.0
70202;Washington;70361.0;29.9;7.2
70203;Washington;72321.0;33.7;7.6
70204;Washington;51707.0;33.0;3.1
70205;Washington;56651.0;29.6;6.6
70206;Washington;86555.0;28.2;2.7
70207;Washington;83103.0;38.7;3.6
70208;Washington;106630.0;41.8;2.4
70209;Washington;90536.0;43.1;5.9
70210;Washington;95771.0;48.1;6.5
70211;Washington;98359.0;48.8;7.0
70212;Washington;87012.0;36.8;6.8
70213;Washington;93631.0;36.0;3.8
70214;Washington;108125.0;39.3;4.5
70215;Washington;82016.0;40.3;3.5
70216;Washington;108705.0;36.8;5.4
70217;Washington;94844.0;40.4;6.7
70218;Washington;94805.0;45.4;5.9
70219;Washington;109375.0;52.7;7.4
70220;Washington;96826.0;56.6;5.8
70221;Washington;70071.0;44.0;8.4
70222;Washington;98068.0;52.5;3.6
70223;Washington;96750.0;39.3;0.9
70224;Washington;96714.0;43.7;3.7
70225;Washington;95457.0;38.2;5.7
70226;Washington;89495.0;42.0;6.6
70227;Washington;108625.0;46.6;5.3
70228;Washington;92284.0;40.2;9.0
70229;Washington;112780.0;57.4;6.9
70230;Washington;111227.0;42.0;2.7
70231;Washington;101450.0;51.4;3.8
70232;Washington;70500.0;44.7;1.8
70233;Washington;100000.0;56.6;6.7
70234;Washington;147200.0;68.1;3.9
70235;Washington;159861.0;65.2;3.0
70236;Washington;91574.0;62.3;3.8
70237;Washington;127500.0;68.8;6.5
70238;Washington;137188.0;65.8;2.4
70239;Washington;134318.0;66.9;7.3
70240;Washington;152460.0;66.5;1.7
70241;Washington;166351.0;70.5;3.4
70242;Washington;203900.0;75.8;2.0
70243;Washington;128942.0;56.9;3.2
70244;Washington;115273.0;77.0;4.5
70245;Washington;128086.0;58.5;5.1
70246;Washington;101850.0;53.2;3.8
70247;Washington;135993.0;55.5;5.1
70248;Washington;158936.0;65.7;3.7
70249;Washington;162532.0;64.5;2.1
70250;Washington;167639.0;68.8;4.5
70251;Washington;79242.0;57.5;2.5
70252;Washington;168977.0;62.5;3.4
70253;Washington;209313.0;74.3;5.6
70254;Washington;166172.0;70.2;2.5
70255;Washington;131970.0;65.1;3.6
70256;Washington;99917.0;57.8;2.4
70257;Washington;108688.0;61.1;3.5
70258;Washington;157375.0;53.6;3.8
70259;Washington;100455.0;57.7;2.6
70260;Washington;135588.0;54.8;3.9
70261;Washington;143375.0;72.8;2.5
70262;Washington;116125.0;52.0;4.9
70263;Washington;120809.0;53.9;3.9
70264;Washington;101366.0;48.2;2.5
70265;Washington;103056.0;55.2;4.7
70266;Washington;143262.0;65.1;3.5
70267;Washington;101344.0;49.1;2.4
70268;Washington;90208.0;38.0;4.6
70269;Washington;96500.0;36.1;6.0
70270;Washington;91806.0;50.9;2.9
70271;Washington;;;
70272;Washington;54667.0;41.5;2.6
70273;Washington;55117.0;23.1;8.9
70274;Washington;40639.0;38.4;6.2
70275;Washington;46332.0;33.7;3.0
70276;Washington;62188.0;43.2;4.5
70277;Washington;31970.0;27.0;8.8
70278;Washington;51846.0;38.5;8.7
70279;Washington;58462.0;33.9;8.6
70280;Washington;49479.0;33.1;17.2
70281;Washington;57143.0;37.2;5.0
70282;Washington;48768.0;33.6;7.0
70283;Washington;49191.0;26.8;6.3
70284;Washington;39564.0;31.6;7.6
70285;Washington;;100.0;55.6
70286;Washington;68456.0;32.2;7.8
70287;Washington;79032.0;38.1;2.4
70288;Washington;94920.0;43.6;3.6
70289;Washington;96142.0;48.2;4.6
70290;Washington;52153.0;35.3;8.7
70291;Washington;82649.0;31.3;3.8
70292;Washington;46484.0;34.3;6.3
70293;Washington;63917.0;42.4;4.6
70294;Washington;115887.0;67.5;5.9
70295;Washington;118169.0;73.8;3.1
70296;Washington;87394.0;58.1;1.7
70297;Washington;124634.0;71.1;3.3
70298;Washington;82244.0;40.6;5.8
70299;Washington;60694.0;37.0;5.9
70300;Washington;68100.0;42.6;3.8
70301;Washington;61310.0;39.1;6.7
70302;Washington;83256.0;35.6;2.9
70303;Washington;103075.0;52.7;6.4
70304;Washington;100349.0;34.7;3.2
70305;Washington;85556.0;44.3;4.4
70306;Washington;62269.0;27.2;5.6
70307;Washington;77524.0;31.3;5.1
70308;Washington;71736.0;38.0;2.7
70309;Washington;71438.0;33.2;8.8
70310;Washington;73750.0;32.4;6.2
70311;Washington;77364.0;37.4;4.8
70312;Washington;50679.0;29.8;8.4
70313;Washington;54625.0;27.8;4.7
70314;Washington;46750.0;23.7;6.4
70315;Washington;59947.0;31.5;4.0
70316;Washington;85283.0;34.4;7.7
70317;Washington;81821.0;41.6;3.1
70318;Washington;79261.0;45.2;5.0
70319;Washington;76063.0;39.0;9.8
70320;Washington;80305.0;44.8;10.5
70321;Washington;75227.0;29.7;7.0
70322;Washington;72148.0;33.4;8.2
70323;Washington;64268.0;28.5;6.7
70324;Washington;73482.0;37.1;4.2
70325;Washington;67925.0;42.1;4.9
70326;Washington;;;
70327;Washington;53729.0;27.7;6.2
70328;Washington;67853.0;35.0;11.9
70329;Washington;75781.0;38.0;4.2
70330;Washington;30020.0;28.7;5.6
70331;Washington;44509.0;51.0;2.8
70332;Washington;42066.0;25.4;2.3
70333;Washington;34620.0;36.6;3.7
70334;Washington;64013.0;30.6;5.0
70335;Washington;44208.0;28.8;10.3
70336;Washington;48455.0;23.5;2.6
70337;Washington;60908.0;41.1;1.5
70338;Washington;67250.0;33.1;12.0
70339;Washington;49786.0;38.3;4.0
70340;Washington;36503.0;24.8;19.2
70341;Washington;43890.0;21.4;5.5
70342;Washington;47396.0;31.8;8.1
70343;Washington;37308.0;26.9;7.0
70344;Washington;43191.0;18.4;9.0
70345;Washington;40236.0;34.9;3.9
70346;Washington;33194.0;22.7;7.6
70347;Washington;38482.0;15.6;10.3
70348;Washington;59457.0;24.7;8.6
70349;Washington;51534.0;29.3;5.5
70350;Washington;43892.0;18.4;11.8
70351;Washington;62179.0;32.0;2.8
70352;Washington;59389.0;30.2;6.4
70353;Washington;51976.0;25.7;10.8
70354;Washington;44926.0;28.0;5.4
70355;Washington;52609.0;23.1;10.7
70356;Washington;38442.0;24.4;16.0
70357;Washington;39389.0;31.6;10.5
70358;Washington;57344.0;37.7;2.9
70359;Washington;51731.0;34.0;4.2
70360;Washington;48185.0;35.2;5.6
70361;Washington;41602.0;43.9;3.7
70362;Washington;43125.0;24.7;16.1
70363;Washington;45625.0;32.1;0.0
70364;Washington;41141.0;34.9;14.1
70365;Washington;55030.0;17.5;5.9
70366;Washington;63435.0;30.9;5.0
70367;Washington;64610.0;30.0;4.5
70368;Washington;50757.0;25.2;8.7
70369;Washington;45852.0;36.0;7.4
70370;Washington;35167.0;22.0;10.0
70371;Washington;37458.0;19.9;8.1
70372;Washington;64215.0;31.2;3.3
70373;Washington;50473.0;31.0;10.3
70374;Washington;73259.0;33.8;15.2
70375;Washington;46071.0;31.9;12.8
70376;Washington;44609.0;32.2;12.4
70377;Washington;35411.0;31.2;13.6
70378;Washington;33371.0;19.3;10.5
70379;Washington;40292.0;31.8;6.6
70380;Washington;50750.0;29.2;6.5
70381;Washington;52852.0;34.2;0.9
70382;Washington;38139.0;29.5;4.4
70383;Washington;44205.0;20.2;5.6
70384;Washington;61875.0;32.9;1.6
70385;Washington;40589.0;40.8;7.1
70386;Washington;45237.0;19.6;5.4
70387;Washington;38301.0;26.0;10.1
70388;Washington;49619.0;25.7;4.8
70389;Washington;45625.0;35.2;3.7
70390;Washington;23259.0;22.3;12.0
70391;Washington;44102.0;34.5;4.5
70392;Washington;32987.0;38.9;9.9
70393;Washington;;;
70394;Washington;50152.0;35.8;10.3
70395;Washington;46382.0;36.0;9.1
70396;Washington;38125.0;22.2;9.3
70397;Washington;54815.0;34.0;8.1
70398;Washington;52763.0;47.4;2.1
70399;Washington;91458.0;48.1;12.8
70400;Washington;71319.0;46.0;4.2
70401;Washington;95768.0;50.6;4.4
70402;Washington;102262.0;55.7;2.3
70403;Washington;66130.0;55.2;4.8
70404;Washington;70250.0;45.5;6.5
70405;Washington;80700.0;49.8;1.3
70406;Washington;64621.0;41.5;9.8
70407;Washington;60100.0;34.1;7.5
70408;Washington;65035.0;44.6;4.9
70409;Washington;71806.0;41.2;2.3
70410;Washington;79386.0;46.6;8.4
70411;Washington;37179.0;28.4;5.7
70412;Washington;50401.0;39.0;4.9
70413;Washington;67898.0;38.4;6.5
70414;Washington;44265.0;37.2;13.1
70415;Washington;16585.0;26.7;14.2
70416;Washington;46187.0;47.3;5.2
70417;Washington;26316.0;64.7;13.6
70418;Washington;44570.0;48.3;14.5
70419;Washington;57154.0;33.4;9.5
70420;Washington;44349.0;24.9;3.6
70421;Washington;22125.0;27.8;8.7
70422;Washington;47725.0;25.3;8.4
70423;Washington;55012.0;23.2;4.0
70424;Washington;53670.0;23.3;8.1
70425;Washington;52337.0;28.3;6.6
70426;Washington;35000.0;26.2;3.5
70427;Washington;36875.0;21.3;11.5
70428;Washington;60507.0;25.5;9.4
70429;Washington;53731.0;26.0;7.6
70430;Washington;51492.0;20.5;4.9
70431;Washington;58059.0;26.2;5.5
70432;Washington;57067.0;21.8;4.1
70433;Washington;55530.0;19.2;5.4
70434;Washington;41131.0;30.1;5.6
70435;Washington;43589.0;25.2;9.1
70436;Washington;46607.0;24.4;9.3
70437;Washington;82406.0;28.3;3.9
70438;Washington;87969.0;30.8;1.3
70439;Washington;68370.0;21.8;5.5
70440;Washington;85438.0;22.4;7.4
70441;Washington;88984.0;30.2;12.1
70442;Washington;61705.0;36.1;2.3
70443;Washington;133010.0;44.9;4.8
70444;Washington;78393.0;28.9;10.5
70445;Washington;82472.0;35.6;1.5
70446;Washington;85788.0;26.4;4.7
70447;Washington;85183.0;32.0;5.2
70448;Washington;107953.0;50.4;4.3
70449;Washington;84718.0;31.3;3.2
70450;Washington;108482.0;43.1;2.7
70451;Washington;101447.0;41.9;4.5
70452;Washington;75744.0;40.9;2.3
70453;Washington;67500.0;35.3;5.2
70454;Washington;71346.0;23.3;5.7
70455;Washington;83674.0;38.3;6.8
70456;Washington;70532.0;26.2;4.5
70457;Washington;52763.0;31.6;7.0
70458;Washington;75000.0;39.6;4.2
70459;Washington;59773.0;36.1;11.7
70460;Washington;49965.0;24.4;11.0
70461;Washington;47072.0;33.9;11.6
70462;Washington;91510.0;38.9;8.4
70463;Washington;107750.0;42.9;4.3
70464;Washington;69437.0;30.9;12.5
70465;Washington;65134.0;27.3;8.3
70466;Washington;76058.0;27.0;3.3
70467;Washington;63210.0;36.0;5.9
70468;Washington;78929.0;32.6;9.1
70469;Washington;92164.0;43.9;4.4
70470;Washington;62228.0;22.6;6.6
70471;Washington;72252.0;31.0;9.1
70472;Washington;70952.0;30.7;8.1
70473;Washington;53911.0;17.6;14.0
70474;Washington;50241.0;19.1;9.5
70475;Washington;68214.0;19.2;4.6
70476;Washington;65385.0;19.7;6.7
70477;Washington;47795.0;24.1;13.7
70478;Washington;39500.0;25.5;15.7
70479;Washington;66276.0;30.2;5.8
70480;Washington;70859.0;29.5;4.1
70481;Washington;45889.0;21.0;10.7
70482;Washington;51822.0;30.8;9.6
70483;Washington;36724.0;15.8;4.8
70484;Washington;30852.0;11.7;11.6
70485;Washington;41898.0;20.0;11.0
70486;Washington;41775.0;19.2;14.2
70487;Washington;48906.0;28.7;6.0
70488;Washington;42943.0;23.9;11.3
70489;Washington;31687.0;16.0;4.9
70490;Washington;24535.0;15.0;21.6
70491;Washington;40928.0;22.8;8.9
70492;Washington;34007.0;18.8;15.0
70493;Washington;43214.0;38.4;9.8
70494;Washington;86875.0;54.0;12.6
70495;Washington;26576.0;20.4;15.4
70496;Washington;80403.0;50.3;4.6
70497;Washington;49176.0;21.9;6.7
70498;Washington;70625.0;39.2;4.6
70499;Washington;52049.0;32.0;5.2
70500;Washington;84375.0;54.3;2.1
70501;Washington;65588.0;41.2;8.9
70502;Washington;61523.0;29.7;5.8
70503;Washington;56699.0;39.2;10.3
70504;Washington;59955.0;38.4;5.9
70505;Washington;75976.0;44.8;7.1
70506;Washington;65179.0;41.2;6.9
70507;Washington;57266.0;39.9;11.0
70508;Washington;49132.0;35.0;5.1
70509;Washington;49858.0;31.9;2.9
70510;Washington;78586.0;41.7;7.5
70511;Washington;111900.0;53.9;2.2
70512;Washington;100422.0;46.0;2.3
70513;Washington;61976.0;49.2;4.1
70514;Washington;87843.0;51.3;9.7
70515;Washington;98826.0;45.7;5.9
70516;Washington;93043.0;48.0;5.7
70517;Washington;87939.0;45.6;7.6
70518;Washington;102560.0;47.8;5.2
70519;Washington;98664.0;47.3;8.1
70520;Washington;81974.0;48.2;3.0
70521;Washington;72206.0;47.6;9.6
70522;Washington;78207.0;27.1;9.3
70523;Washington;60590.0;38.3;7.4
70524;Washington;55298.0;33.6;3.1
70525;Washington;78326.0;59.1;10.5
70526;Washington;53514.0;34.0;6.5
70527;Washington;53125.0;30.5;5.6
70528;Washington;40495.0;28.8;5.7
70529;Washington;107188.0;5.0;0.0
70530;Washington;45538.0;26.4;10.5
70531;Washington;66642.0;27.7;7.3
70532;Washington;53969.0;36.8;6.6
70533;Washington;65833.0;23.7;12.1
70534;Washington;74732.0;27.7;5.0
70535;Washington;90699.0;38.8;3.1
70536;Washington;85000.0;34.4;5.1
70537;Washington;74619.0;34.8;8.6
70538;Washington;54628.0;22.0;4.9
70539;Washington;70806.0;30.3;7.3
70540;Washington;73879.0;27.8;6.1
70541;Washington;71541.0;27.2;11.7
70542;Washington;79625.0;31.4;4.2
70543;Washington;81757.0;24.3;2.6
70544;Washington;75905.0;39.1;9.5
70545;Washington;91845.0;38.6;6.4
70546;Washington;76975.0;38.8;14.0
70547;Washington;95455.0;47.3;4.2
70548;Washington;70500.0;19.3;4.0
70549;Washington;77100.0;28.6;4.5
70550;Washington;63594.0;38.2;1.0
70551;Washington;57955.0;23.5;7.8
70552;Washington;49673.0;27.6;7.1
70553;Washington;64750.0;42.0;2.8
70554;Washington;60980.0;40.3;6.2
70555;Washington;53698.0;25.8;10.4
70556;Washington;70085.0;36.7;5.4
70557;Washington;60449.0;28.4;4.3
70558;Washington;61318.0;39.8;5.5
70559;Washington;91722.0;40.3;3.9
70560;Washington;108382.0;50.2;3.3
70561;Washington;72891.0;27.3;5.7
70562;Washington;66228.0;33.8;7.0
70563;Washington;74515.0;33.0;5.9
70564;Washington;81029.0;29.6;7.3
70565;Washington;19521.0;21.7;10.2
70566;Washington;49563.0;17.5;12.3
70567;Washington;81875.0;43.1;5.3
70568;Washington;72441.0;29.2;3.3
70569;Washington;52938.0;29.3;5.2
70570;Washington;112944.0;50.9;4.6
70571;Washington;51865.0;39.2;5.1
70572;Washington;75479.0;41.0;2.5
70573;Washington;55156.0;34.1;5.2
70574;Washington;60216.0;45.8;3.1
70575;Washington;;;
70576;Washington;72500.0;44.9;4.5
70577;Washington;77243.0;42.9;4.7
70578;Washington;75706.0;43.1;4.2
70579;Washington;40968.0;26.3;7.0
70580;Washington;40536.0;35.6;7.6
70581;Washington;60288.0;34.2;3.7
70582;Washington;61570.0;40.3;4.5
70583;Washington;45000.0;41.4;5.6
70584;Washington;73227.0;39.9;4.5
70585;Washington;65430.0;34.8;11.5
70586;Washington;55625.0;20.8;6.3
70587;Washington;42122.0;24.0;9.2
70588;Washington;78384.0;40.9;5.9
70589;Washington;61607.0;22.7;7.8
70590;Washington;50984.0;25.1;15.1
70591;Washington;53218.0;23.3;5.1
70592;Washington;64066.0;27.2;10.0
70593;Washington;60750.0;32.1;10.2
70594;Washington;44179.0;23.7;3.5
70595;Washington;89868.0;49.6;2.6
70596;Washington;52371.0;34.1;6.2
70597;Washington;36706.0;18.5;6.5
70598;Washington;41454.0;16.8;9.2
70599;Washington;64688.0;31.7;5.7
70600;Washington;52188.0;32.3;5.6
70601;Washington;61034.0;32.4;8.7
70602;Washington;37426.0;33.5;3.5
70603;Washington;64327.0;33.3;3.2
70604;Washington;81630.0;35.5;3.1
70605;Washington;;;
70606;Washington;65625.0;61.0;15.7
70607;Washington;63115.0;36.2;6.0
70608;Washington;45170.0;37.3;8.5
70609;Washington;54702.0;38.9;4.6
70610;Washington;38923.0;25.9;5.9
70611;Washington;82283.0;49.9;7.5
70612;Washington;30911.0;27.3;11.8
70613;Washington;56773.0;39.1;4.5
70614;Washington;51108.0;43.1;7.0
70615;Washington;52768.0;33.3;8.9
70616;Washington;32235.0;33.4;17.8
70617;Washington;46705.0;36.1;6.3
70618;Washington;82857.0;43.4;3.2
70619;Washington;57055.0;33.8;9.9
70620;Washington;57138.0;29.2;9.1
70621;Washington;71662.0;40.4;5.2
70622;Washington;54231.0;23.7;10.3
70623;Washington;103295.0;53.9;8.0
70624;Washington;82115.0;43.4;6.0
70625;Washington;123778.0;50.3;2.7
70626;Washington;58993.0;29.2;9.0
70627;Washington;75956.0;32.0;14.8
70628;Washington;88257.0;36.5;4.9
70629;Washington;88833.0;38.2;9.2
70630;Washington;91471.0;40.6;6.2
70631;Washington;117500.0;47.0;6.4
70632;Washington;106042.0;53.5;3.3
70633;Washington;57820.0;37.2;7.0
70634;Washington;84576.0;39.9;4.8
70635;Washington;81528.0;46.2;2.5
70636;Washington;47143.0;21.2;3.3
70637;Washington;59359.0;19.4;7.1
70638;Washington;51568.0;25.0;4.9
70639;Washington;53585.0;21.8;13.6
70640;Washington;54923.0;29.8;13.7
70641;Washington;73618.0;36.6;4.0
70642;Washington;54685.0;26.8;3.0
70643;Washington;64666.0;32.1;4.8
70644;Washington;41913.0;27.6;5.0
70645;Washington;39944.0;15.1;4.6
70646;Washington;54275.0;19.8;6.7
70647;Washington;104202.0;59.9;5.2
70648;Washington;117768.0;51.1;5.7
70649;Washington;84519.0;31.4;5.5
70650;Washington;138750.0;56.4;3.6
70651;Washington;75838.0;41.9;4.0
70652;Washington;107800.0;35.2;4.7
70653;Washington;72815.0;34.4;5.3
70654;Washington;115938.0;52.3;6.7
70655;Washington;100662.0;45.7;2.3
70656;Washington;86603.0;44.8;3.0
70657;Washington;78939.0;48.4;4.5
70658;Washington;71780.0;54.7;4.2
70659;Washington;153854.0;63.4;3.7
70660;Washington;82849.0;40.0;2.8
70661;Washington;80938.0;39.7;5.4
70662;Washington;61875.0;31.1;7.5
70663;Washington;66429.0;31.9;4.8
70664;Washington;68516.0;39.1;1.5
70665;Washington;74167.0;35.2;6.4
70666;Washington;75719.0;47.5;3.2
70667;Washington;48500.0;29.9;3.1
70668;Washington;54075.0;32.3;4.2
70669;Washington;61692.0;41.5;10.3
70670;Washington;62583.0;41.0;7.0
70671;Washington;49500.0;26.0;4.3
70672;Washington;65268.0;38.7;3.4
70673;Washington;76016.0;38.6;4.5
70674;Washington;48546.0;28.3;10.0
70675;Washington;84183.0;43.8;5.3
70676;Washington;67270.0;44.6;9.3
70677;Washington;107222.0;45.6;6.0
70678;Washington;102123.0;49.9;3.9
70679;Washington;108679.0;51.9;4.0
70680;Washington;110205.0;48.0;2.5
70681;Washington;97500.0;39.3;4.5
70682;Washington;102773.0;55.4;4.5
70683;Washington;95500.0;42.7;2.6
70684;Washington;69974.0;44.7;4.2
70685;Washington;99948.0;48.5;2.9
70686;Washington;92165.0;55.2;5.1
70687;Washington;84536.0;55.6;1.0
70688;Washington;135859.0;69.0;4.6
70689;Washington;123878.0;58.6;4.5
70690;Washington;101219.0;46.8;4.1
70691;Washington;62988.0;44.0;3.9
70692;Washington;113517.0;53.1;7.1
70693;Washington;103750.0;54.9;1.8
70694;Washington;88214.0;48.1;1.2
70695;Washington;95559.0;44.7;4.9
70696;Washington;110190.0;53.5;5.3
70697;Washington;88077.0;39.0;7.8
70698;Washington;97188.0;54.1;3.9
70699;Washington;119286.0;54.2;2.4
70700;Washington;114141.0;48.3;4.1
70701;Washington;99625.0;50.5;5.1
70702;Washington;118750.0;57.9;5.2
70703;Washington;136389.0;51.8;3.8
70704;Washington;116107.0;52.4;0.7
70705;Washington;111938.0;48.4;4.3
70706;Washington;103040.0;41.7;3.5
70707;Washington;105000.0;38.0;4.4
70708;Washington;110054.0;46.5;4.1
70709;Washington;95852.0;29.0;6.5
70710;Washington;52287.0;24.3;5.4
70711;Washington;50556.0;30.3;11.2
70712;Washington;106837.0;29.2;5.5
70713;Washington;92554.0;46.0;4.0
70714;Washington;63299.0;41.8;7.0
70715;Washington;52750.0;34.4;4.9
70716;Washington;81346.0;34.3;5.4
70717;Washington;89139.0;36.0;4.6
